,face_engaged,face_glasses,face_happy,face_lefteyeclosed,face_lookingaway,face_mouthmoved,face_mouthopen,face_pitch,face_righteyeclosed,face_roll,face_size,face_yaw,hip_rot,index,shoulder_rot,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,HeadX,HeadY,HeadZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,NeckX,NeckY,NeckZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,WristLeftX,WristLeftY,WristLeftZ,WristRightX,WristRightY,WristRightZ,pedes_posX,pedes_posY,pedes_posZ,Activity
169,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.144026174,3,0.142385075,-0.116354585,0.295950919,0.858622134,0.024350675,0.058881145,0.873841763,-0.111780927,0.282898426,0.9461367,-0.2912212,0.007410175,1.012294,-0.232478127,-0.049667258,1.02081358,-0.101818614,0.204394877,0.9487081,-0.171005249,0.217049539,0.9302687,-0.05973297,0.144607112,0.94622016,-0.266215861,-0.021590615,1.03377318,-0.18296805,0.0933278,0.9943263,-0.121776596,0.1771545,0.9611365,-0.138534874,0.164284647,0.892427,-0.1095617,0.06301625,0.8992612,-0.18296805,0.0933278,0.9943263,Approaching
170,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.144026174,3,0.142385075,-0.116354585,0.295950919,0.858622134,0.024350675,0.058881145,0.873841763,-0.111780927,0.282898426,0.9461367,-0.2912212,0.007410175,1.012294,-0.232478127,-0.049667258,1.02081358,-0.101818614,0.204394877,0.9487081,-0.171005249,0.217049539,0.9302687,-0.05973297,0.144607112,0.94622016,-0.266215861,-0.021590615,1.03377318,-0.18296805,0.0933278,0.9943263,-0.121776596,0.1771545,0.9611365,-0.138534874,0.164284647,0.892427,-0.1095617,0.06301625,0.8992612,-0.18296805,0.0933278,0.9943263,Approaching
171,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.147978141,3,0.142512477,-0.116379708,0.295975119,0.8585718,0.024271363,0.05885516,0.8739256,-0.111939922,0.2828421,0.9463145,-0.291393042,0.00757099,1.01226318,-0.232752755,-0.049470164,1.02100456,-0.102020904,0.204410911,0.9488783,-0.171118259,0.217000008,0.930323064,-0.059810147,0.144577384,0.9462941,-0.266444027,-0.021397732,1.03382885,-0.183260038,0.093443386,0.9944743,-0.122031227,0.177202359,0.9613229,-0.138595983,0.164245963,0.892608,-0.109774806,0.06290086,0.899368465,-0.183260038,0.093443386,0.9944743,Approaching
172,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.147978141,3,0.142512477,-0.116379708,0.295975119,0.8585718,0.024271363,0.05885516,0.8739256,-0.111939922,0.2828421,0.9463145,-0.291393042,0.00757099,1.01226318,-0.232752755,-0.049470164,1.02100456,-0.102020904,0.204410911,0.9488783,-0.171118259,0.217000008,0.930323064,-0.059810147,0.144577384,0.9462941,-0.266444027,-0.021397732,1.03382885,-0.183260038,0.093443386,0.9944743,-0.122031227,0.177202359,0.9613229,-0.138595983,0.164245963,0.892608,-0.109774806,0.06290086,0.899368465,-0.183260038,0.093443386,0.9944743,Approaching
173,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.150304409,3,0.142222134,-0.118537754,0.280325621,0.8632457,0.024248958,0.058860805,0.873956263,-0.112520479,0.282664776,0.946552932,-0.291510224,0.007792867,1.01223421,-0.2329102,-0.04924248,1.021109,-0.10218104,0.204448164,0.9489955,-0.171128452,0.217031747,0.930378437,-0.05983019,0.144579768,0.9463151,-0.2665874,-0.021157146,1.03385317,-0.183464155,0.09358628,0.9945659,-0.122225255,0.177272528,0.961448669,-0.141023174,0.149294674,0.897303641,-0.109312788,0.06285274,0.8993145,-0.183464155,0.09358628,0.9945659,Approaching
174,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.150304409,3,0.142222134,-0.118537754,0.280325621,0.8632457,0.024248958,0.058860805,0.873956263,-0.112520479,0.282664776,0.946552932,-0.291510224,0.007792867,1.01223421,-0.2329102,-0.04924248,1.021109,-0.10218104,0.204448164,0.9489955,-0.171128452,0.217031747,0.930378437,-0.05983019,0.144579768,0.9463151,-0.2665874,-0.021157146,1.03385317,-0.183464155,0.09358628,0.9945659,-0.122225255,0.177272528,0.961448669,-0.141023174,0.149294674,0.897303641,-0.109312788,0.06285274,0.8993145,-0.183464155,0.09358628,0.9945659,Approaching
175,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.153623196,3,0.139542783,-0.119111694,0.2794855,0.86379844,0.024277013,0.05888721,0.8739694,-0.112706192,0.2823714,0.9467635,-0.2915469,0.007906009,1.01216185,-0.233079836,-0.04899256,1.02121508,-0.102189541,0.204502136,0.9490026,-0.171463326,0.21681267,0.930626035,-0.059797257,0.1446003,0.946310163,-0.266685039,-0.02096658,1.033828,-0.183557481,0.09371592,0.994575441,-0.122264318,0.177353054,0.9614653,-0.141231164,0.149339333,0.897734165,-0.10835883,0.06263349,0.899278,-0.183557481,0.09371592,0.994575441,Approaching
176,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.153623196,3,0.139542783,-0.119111694,0.2794855,0.86379844,0.024277013,0.05888721,0.8739694,-0.112706192,0.2823714,0.9467635,-0.2915469,0.007906009,1.01216185,-0.233079836,-0.04899256,1.02121508,-0.102189541,0.204502136,0.9490026,-0.171463326,0.21681267,0.930626035,-0.059797257,0.1446003,0.946310163,-0.266685039,-0.02096658,1.033828,-0.183557481,0.09371592,0.994575441,-0.122264318,0.177353054,0.9614653,-0.141231164,0.149339333,0.897734165,-0.10835883,0.06263349,0.899278,-0.183557481,0.09371592,0.994575441,Approaching
177,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.154232497,3,0.139291064,-0.119289227,0.2792354,0.863926351,0.024281971,0.058898643,0.8739679,-0.112806082,0.282227546,0.946816862,-0.291549772,0.008023132,1.0121206,-0.233147129,-0.04887567,1.0212003,-0.102190971,0.204531,0.9489823,-0.171466723,0.216836989,0.9306432,-0.059790082,0.144608974,0.946300149,-0.266719729,-0.020841464,1.03378773,-0.1835914,0.09379269,0.9945486,-0.122277364,0.177396715,0.961445,-0.141323358,0.149541035,0.8978774,-0.107918888,0.062569015,0.8992496,-0.1835914,0.09379269,0.9945486,Approaching
178,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.154232497,3,0.139291064,-0.119289227,0.2792354,0.863926351,0.024281971,0.058898643,0.8739679,-0.112806082,0.282227546,0.946816862,-0.291549772,0.008023132,1.0121206,-0.233147129,-0.04887567,1.0212003,-0.102190971,0.204531,0.9489823,-0.171466723,0.216836989,0.9306432,-0.059790082,0.144608974,0.946300149,-0.266719729,-0.020841464,1.03378773,-0.1835914,0.09379269,0.9945486,-0.122277364,0.177396715,0.961445,-0.141323358,0.149541035,0.8978774,-0.107918888,0.062569015,0.8992496,-0.1835914,0.09379269,0.9945486,Approaching
179,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.155686505,3,0.139450523,-0.110072434,0.256065756,0.853796661,0.02430852,0.058939606,0.8739965,-0.112898566,0.282153219,0.946851432,-0.291527361,0.008238097,1.01216769,-0.233274132,-0.048614554,1.02131093,-0.102132633,0.2046654,0.948998451,-0.171463862,0.21686919,0.93064183,-0.059761167,0.144647419,0.9463206,-0.266768128,-0.020592794,1.03385627,-0.1836039,0.09397764,0.99459064,-0.122243494,0.177545562,0.961469531,-0.138833016,0.131321236,0.896079957,-0.107423984,0.06256542,0.899233043,-0.1836039,0.09397764,0.99459064,Approaching
180,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.155686505,3,0.139450523,-0.110072434,0.256065756,0.853796661,0.02430852,0.058939606,0.8739965,-0.112898566,0.282153219,0.946851432,-0.291527361,0.008238097,1.01216769,-0.233274132,-0.048614554,1.02131093,-0.102132633,0.2046654,0.948998451,-0.171463862,0.21686919,0.93064183,-0.059761167,0.144647419,0.9463206,-0.266768128,-0.020592794,1.03385627,-0.1836039,0.09397764,0.99459064,-0.122243494,0.177545562,0.961469531,-0.138833016,0.131321236,0.896079957,-0.107423984,0.06256542,0.899233043,-0.1836039,0.09397764,0.99459064,Approaching
181,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.156119105,3,0.139244239,-0.108905934,0.252634585,0.853406847,0.024302524,0.058938127,0.87399894,-0.113002129,0.281979561,0.9468869,-0.291517675,0.008338833,1.01212442,-0.2333452,-0.048513506,1.02128077,-0.102136761,0.204674944,0.948976755,-0.171467528,0.216901079,0.93066,-0.059765175,0.144643277,0.9463152,-0.266796,-0.020488331,1.03380752,-0.183633819,0.09403074,0.994558632,-0.122257143,0.1775672,0.9614466,-0.138610214,0.128943056,0.8964605,-0.106990613,0.06272009,0.899135947,-0.183633819,0.09403074,0.994558632,Approaching
182,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.156119105,3,0.139244239,-0.108905934,0.252634585,0.853406847,0.024302524,0.058938127,0.87399894,-0.113002129,0.281979561,0.9468869,-0.291517675,0.008338833,1.01212442,-0.2333452,-0.048513506,1.02128077,-0.102136761,0.204674944,0.948976755,-0.171467528,0.216901079,0.93066,-0.059765175,0.144643277,0.9463152,-0.266796,-0.020488331,1.03380752,-0.183633819,0.09403074,0.994558632,-0.122257143,0.1775672,0.9614466,-0.138610214,0.128943056,0.8964605,-0.106990613,0.06272009,0.899135947,-0.183633819,0.09403074,0.994558632,Approaching
183,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.156491922,3,0.139204733,-0.107981816,0.248434722,0.8526191,0.024149029,0.05909757,0.87411803,-0.1130768,0.28181538,0.9468978,-0.291503757,0.008416791,1.01208019,-0.233414724,-0.048418,1.0212456,-0.102137849,0.204691783,0.948951364,-0.171471342,0.216905892,0.930658758,-0.0597641,0.144645989,0.946310163,-0.266818583,-0.020399522,1.03375566,-0.1836576,0.09408307,0.99452126,-0.1222665,0.177594617,0.961418748,-0.138541684,0.125882417,0.8966836,-0.106736273,0.0628241,0.8991057,-0.1836576,0.09408307,0.99452126,Approaching
184,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.156491922,3,0.139204733,-0.107981816,0.248434722,0.8526191,0.024149029,0.05909757,0.87411803,-0.1130768,0.28181538,0.9468978,-0.291503757,0.008416791,1.01208019,-0.233414724,-0.048418,1.0212456,-0.102137849,0.204691783,0.948951364,-0.171471342,0.216905892,0.930658758,-0.0597641,0.144645989,0.946310163,-0.266818583,-0.020399522,1.03375566,-0.1836576,0.09408307,0.99452126,-0.1222665,0.177594617,0.961418748,-0.138541684,0.125882417,0.8966836,-0.106736273,0.0628241,0.8991057,-0.1836576,0.09408307,0.99452126,Approaching
185,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.157417835,3,0.138996904,-0.1075445,0.245659664,0.8523416,0.023895113,0.05935261,0.874331355,-0.1131116,0.281640649,0.946914256,-0.291493773,0.0084206,1.01204538,-0.233456925,-0.04836947,1.02125764,-0.102135085,0.204687476,0.9489319,-0.171555832,0.216854632,0.9306803,-0.059759915,0.144639656,0.9463204,-0.266824871,-0.020375114,1.03372467,-0.183666781,0.09409098,0.9944977,-0.12226744,0.177592978,0.9613986,-0.13854447,0.12394245,0.896977246,-0.106591761,0.06281784,0.8992353,-0.183666781,0.09409098,0.9944977,Approaching
186,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.157417835,3,0.138996904,-0.1075445,0.245659664,0.8523416,0.023895113,0.05935261,0.874331355,-0.1131116,0.281640649,0.946914256,-0.291493773,0.0084206,1.01204538,-0.233456925,-0.04836947,1.02125764,-0.102135085,0.204687476,0.9489319,-0.171555832,0.216854632,0.9306803,-0.059759915,0.144639656,0.9463204,-0.266824871,-0.020375114,1.03372467,-0.183666781,0.09409098,0.9944977,-0.12226744,0.177592978,0.9613986,-0.13854447,0.12394245,0.896977246,-0.106591761,0.06281784,0.8992353,-0.183666781,0.09409098,0.9944977,Approaching
187,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.157891133,3,0.138602733,-0.107341453,0.243514627,0.8522266,0.023650678,0.05960749,0.8745232,-0.113159478,0.281462878,0.946888566,-0.2914829,0.008426574,1.012002,-0.233484417,-0.048331723,1.0212363,-0.102132782,0.204689384,0.9489082,-0.171660423,0.21676141,0.9307076,-0.059757367,0.1446445,0.946317732,-0.266824573,-0.020356786,1.03367543,-0.183673,0.09410238,0.9944608,-0.122268721,0.177598253,0.961371541,-0.1385873,0.122474544,0.897222757,-0.106458873,0.06283844,0.8993269,-0.183673,0.09410238,0.9944608,Approaching
188,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.157891133,3,0.138602733,-0.107341453,0.243514627,0.8522266,0.023650678,0.05960749,0.8745232,-0.113159478,0.281462878,0.946888566,-0.2914829,0.008426574,1.012002,-0.233484417,-0.048331723,1.0212363,-0.102132782,0.204689384,0.9489082,-0.171660423,0.21676141,0.9307076,-0.059757367,0.1446445,0.946317732,-0.266824573,-0.020356786,1.03367543,-0.183673,0.09410238,0.9944608,-0.122268721,0.177598253,0.961371541,-0.1385873,0.122474544,0.897222757,-0.106458873,0.06283844,0.8993269,-0.183673,0.09410238,0.9944608,Approaching
189,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.158408429,3,0.138113543,-0.107146211,0.241297781,0.85214,0.023414876,0.05984904,0.87471,-0.113178857,0.2812932,0.946875155,-0.291472554,0.008429153,1.01196885,-0.233530849,-0.048283443,1.02122486,-0.1021307,0.204685435,0.948885262,-0.17176646,0.2166595,0.930748343,-0.059755676,0.144645572,0.9463177,-0.266830623,-0.02033467,1.03363788,-0.183681414,0.09411019,0.9944293,-0.122269526,0.177597076,0.961345553,-0.13864544,0.120946355,0.897546649,-0.106324948,0.06294022,0.899434865,-0.183681414,0.09411019,0.9944293,Approaching
190,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.158408429,3,0.138113543,-0.107146211,0.241297781,0.85214,0.023414876,0.05984904,0.87471,-0.113178857,0.2812932,0.946875155,-0.291472554,0.008429153,1.01196885,-0.233530849,-0.048283443,1.02122486,-0.1021307,0.204685435,0.948885262,-0.17176646,0.2166595,0.930748343,-0.059755676,0.144645572,0.9463177,-0.266830623,-0.02033467,1.03363788,-0.183681414,0.09411019,0.9944293,-0.122269526,0.177597076,0.961345553,-0.13864544,0.120946355,0.897546649,-0.106324948,0.06294022,0.899434865,-0.183681414,0.09411019,0.9944293,Approaching
191,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.160014848,3,0.137257458,-0.1071815,0.239613771,0.852587044,0.022987215,0.060323045,0.8750777,-0.113202572,0.280983359,0.9468001,-0.2914078,0.008462645,1.01188171,-0.233567968,-0.04813743,1.02121675,-0.1020992,0.204712853,0.9488495,-0.171952739,0.216439411,0.9308346,-0.059737556,0.144668445,0.9463344,-0.266805857,-0.020261262,1.03356075,-0.183669031,0.09415396,0.994372368,-0.122248985,0.1776286,0.961305261,-0.138690084,0.12004818,0.8979192,-0.106074296,0.06324302,0.899580538,-0.183669031,0.09415396,0.994372368,Approaching
192,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.160014848,3,0.137257458,-0.1071815,0.239613771,0.852587044,0.022987215,0.060323045,0.8750777,-0.113202572,0.280983359,0.9468001,-0.2914078,0.008462645,1.01188171,-0.233567968,-0.04813743,1.02121675,-0.1020992,0.204712853,0.9488495,-0.171952739,0.216439411,0.9308346,-0.059737556,0.144668445,0.9463344,-0.266805857,-0.020261262,1.03356075,-0.183669031,0.09415396,0.994372368,-0.122248985,0.1776286,0.961305261,-0.138690084,0.12004818,0.8979192,-0.106074296,0.06324302,0.899580538,-0.183669031,0.09415396,0.994372368,Approaching
193,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.160372981,3,0.135700678,-0.107112117,0.237090319,0.853054643,0.022583896,0.06076129,0.875396669,-0.113188304,0.2807724,0.946696162,-0.291360468,0.008482424,1.01181436,-0.233626246,-0.048039433,1.02115357,-0.102033988,0.20480831,0.9487661,-0.17226164,0.216003329,0.9309626,-0.059727717,0.144688517,0.946328,-0.26679495,-0.02021379,1.03347552,-0.183657467,0.094214946,0.9942943,-0.122210011,0.177714422,0.961228132,-0.138805985,0.118396945,0.89851433,-0.105862565,0.06350283,0.8996378,-0.183657467,0.094214946,0.9942943,Approaching
194,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.160372981,3,0.135700678,-0.107112117,0.237090319,0.853054643,0.022583896,0.06076129,0.875396669,-0.113188304,0.2807724,0.946696162,-0.291360468,0.008482424,1.01181436,-0.233626246,-0.048039433,1.02115357,-0.102033988,0.20480831,0.9487661,-0.17226164,0.216003329,0.9309626,-0.059727717,0.144688517,0.946328,-0.26679495,-0.02021379,1.03347552,-0.183657467,0.094214946,0.9942943,-0.122210011,0.177714422,0.961228132,-0.138805985,0.118396945,0.89851433,-0.105862565,0.06350283,0.8996378,-0.183657467,0.094214946,0.9942943,Approaching
195,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.160910658,3,0.136340866,-0.10712108,0.235873058,0.852956057,0.022324158,0.060936634,0.8755947,-0.113193035,0.2805862,0.9466282,-0.291351259,0.008550229,1.0117892,-0.233783931,-0.04791609,1.02113318,-0.102146246,0.204780281,0.9487722,-0.172225744,0.216007382,0.9309458,-0.05979101,0.144664243,0.946370959,-0.266852319,-0.020115685,1.03344476,-0.183754057,0.09424894,0.9942832,-0.1223273,0.177704185,0.9612326,-0.13875407,0.11761532,0.898614943,-0.105834872,0.06361833,0.8996827,-0.183754057,0.09424894,0.9942832,Approaching
196,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.160910658,3,0.136340866,-0.10712108,0.235873058,0.852956057,0.022324158,0.060936634,0.8755947,-0.113193035,0.2805862,0.9466282,-0.291351259,0.008550229,1.0117892,-0.233783931,-0.04791609,1.02113318,-0.102146246,0.204780281,0.9487722,-0.172225744,0.216007382,0.9309458,-0.05979101,0.144664243,0.946370959,-0.266852319,-0.020115685,1.03344476,-0.183754057,0.09424894,0.9942832,-0.1223273,0.177704185,0.9612326,-0.13875407,0.11761532,0.898614943,-0.105834872,0.06361833,0.8996827,-0.183754057,0.09424894,0.9942832,Approaching
197,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.161009362,3,0.135801816,-0.112487987,0.256753683,0.858251631,0.022156315,0.06115262,0.875742555,-0.113177352,0.2804917,0.9465569,-0.29132086,0.008558867,1.01176214,-0.23379311,-0.04787811,1.02110553,-0.102115326,0.204832941,0.948727,-0.172310889,0.215846181,0.9309901,-0.05976759,0.144686878,0.946368337,-0.266840041,-0.020096274,1.03340757,-0.183744192,0.09427971,0.9942466,-0.122307055,0.177751347,0.961192131,-0.138827875,0.134769648,0.89756006,-0.105726264,0.06373385,0.899677634,-0.183744192,0.09427971,0.9942466,Approaching
198,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.161009362,3,0.135801816,-0.112487987,0.256753683,0.858251631,0.022156315,0.06115262,0.875742555,-0.113177352,0.2804917,0.9465569,-0.29132086,0.008558867,1.01176214,-0.23379311,-0.04787811,1.02110553,-0.102115326,0.204832941,0.948727,-0.172310889,0.215846181,0.9309901,-0.05976759,0.144686878,0.946368337,-0.266840041,-0.020096274,1.03340757,-0.183744192,0.09427971,0.9942466,-0.122307055,0.177751347,0.961192131,-0.138827875,0.134769648,0.89756006,-0.105726264,0.06373385,0.899677634,-0.183744192,0.09427971,0.9942466,Approaching
199,no,no,no,no,no,no,no,-5,no,-5,0,-5,0.161923553,3,0.135921841,-0.114852473,0.2619031,0.8600893,0.021988459,0.06134195,0.875898361,-0.113163553,0.280370831,0.9465403,-0.291243225,0.00856879,1.011677,-0.233792,-0.047859192,1.0210619,-0.102085486,0.2048459,0.94871,-0.172336861,0.215781927,0.930981338,-0.059751228,0.144689813,0.9463791,-0.266815215,-0.020079229,1.03334475,-0.183727816,0.09429015,0.9942093,-0.122285128,0.177763373,0.96117,-0.139394343,0.1391895,0.897678554,-0.105610862,0.06389855,0.899749,-0.183727816,0.09429015,0.9942093,Approaching
