,face_engaged,face_glasses,face_happy,face_lefteyeclosed,face_lookingaway,face_mouthmoved,face_mouthopen,face_pitch,face_righteyeclosed,face_roll,face_size,face_yaw,hip_rot,index,shoulder_rot,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,HeadX,HeadY,HeadZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,NeckX,NeckY,NeckZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,WristLeftX,WristLeftY,WristLeftZ,WristRightX,WristRightY,WristRightZ,pedes_posX,pedes_posY,pedes_posZ,Activity
603,yes,yes,no,yes,no,yes,no,10,no,-15,0,0,-0.01789156,1,-0.02369608,-0.275481671,0.004645108,1.099779,0.06581803,-0.006053603,1.11584234,-0.07199229,0.288953125,1.11554563,-0.122333415,-0.162169963,1.15859568,-0.031408154,-0.153901845,1.15696871,-0.09539718,0.171682954,1.11321259,-0.196069136,0.137338653,1.14922941,-0.021876477,0.191790089,1.145101,-0.07855287,-0.16144678,1.18298471,-0.087544784,0.00857295,1.1543771,-0.09352412,0.131924435,1.12523746,-0.3956347,-0.053664845,1.170517,-0.023967253,0.121474341,1.13353169,-0.087544784,0.00857295,1.1543771,Interacting
604,yes,yes,no,yes,no,yes,no,10,no,-15,0,0,-0.01789156,1,-0.02369608,-0.275481671,0.004645108,1.099779,0.06581803,-0.006053603,1.11584234,-0.07199229,0.288953125,1.11554563,-0.122333415,-0.162169963,1.15859568,-0.031408154,-0.153901845,1.15696871,-0.09539718,0.171682954,1.11321259,-0.196069136,0.137338653,1.14922941,-0.021876477,0.191790089,1.145101,-0.07855287,-0.16144678,1.18298471,-0.087544784,0.00857295,1.1543771,-0.09352412,0.131924435,1.12523746,-0.3956347,-0.053664845,1.170517,-0.023967253,0.121474341,1.13353169,-0.087544784,0.00857295,1.1543771,Interacting
605,yes,yes,no,no,no,no,no,10,no,-15,0,0,-0.018983136,1,-0.024222069,-0.279685616,0.009305099,1.10367477,0.068032734,-0.013767124,1.11446345,-0.07287927,0.289089084,1.11441386,-0.123920754,-0.163048059,1.15784073,-0.03232281,-0.155078456,1.1561017,-0.09576674,0.171461791,1.11299145,-0.194754049,0.139831781,1.14816177,-0.02095027,0.183405221,1.143951,-0.07980223,-0.162492186,1.18217731,-0.08838515,0.007908738,1.1536175,-0.09401612,0.1315982,1.12489319,-0.3980194,-0.056537442,1.17134333,-0.019873606,0.115301751,1.13135588,-0.08838515,0.007908738,1.1536175,Interacting
606,yes,yes,no,no,no,no,no,10,no,-15,0,0,-0.018983136,1,-0.024222069,-0.279685616,0.009305099,1.10367477,0.068032734,-0.013767124,1.11446345,-0.07287927,0.289089084,1.11441386,-0.123920754,-0.163048059,1.15784073,-0.03232281,-0.155078456,1.1561017,-0.09576674,0.171461791,1.11299145,-0.194754049,0.139831781,1.14816177,-0.02095027,0.183405221,1.143951,-0.07980223,-0.162492186,1.18217731,-0.08838515,0.007908738,1.1536175,-0.09401612,0.1315982,1.12489319,-0.3980194,-0.056537442,1.17134333,-0.019873606,0.115301751,1.13135588,-0.08838515,0.007908738,1.1536175,Interacting
607,yes,yes,no,no,no,no,no,10,no,-15,0,0,-0.017587516,1,-0.029557869,-0.281632334,0.008255482,1.10315847,0.06944008,-0.01948105,1.1133045,-0.07352502,0.289179772,1.11371541,-0.127476677,-0.164660335,1.15936756,-0.03485044,-0.1573757,1.15773833,-0.09725758,0.17141138,1.11206532,-0.196462646,0.138538465,1.14787519,-0.020679578,0.177132711,1.1426779,-0.08287735,-0.164485469,1.18373287,-0.0902796,0.007128198,1.15344489,-0.095592655,0.131363377,1.12414217,-0.399168044,-0.057051078,1.17244983,-0.016935883,0.11071109,1.12999237,-0.0902796,0.007128198,1.15344489,Interacting
608,yes,yes,no,no,no,no,no,10,no,-15,0,0,-0.017587516,1,-0.029557869,-0.281632334,0.008255482,1.10315847,0.06944008,-0.01948105,1.1133045,-0.07352502,0.289179772,1.11371541,-0.127476677,-0.164660335,1.15936756,-0.03485044,-0.1573757,1.15773833,-0.09725758,0.17141138,1.11206532,-0.196462646,0.138538465,1.14787519,-0.020679578,0.177132711,1.1426779,-0.08287735,-0.164485469,1.18373287,-0.0902796,0.007128198,1.15344489,-0.095592655,0.131363377,1.12414217,-0.399168044,-0.057051078,1.17244983,-0.016935883,0.11071109,1.12999237,-0.0902796,0.007128198,1.15344489,Interacting
609,yes,yes,no,no,no,no,no,10,no,-15,0,5,-0.017899475,1,-0.030280297,-0.284123749,0.009203678,1.10428429,0.06964264,-0.02116912,1.112798,-0.073954895,0.289336115,1.11320221,-0.127040118,-0.165167838,1.15904355,-0.03390425,-0.1581215,1.15737629,-0.097611435,0.171788648,1.11122072,-0.196851,0.138401926,1.14756775,-0.020687068,0.175328761,1.14223182,-0.08220837,-0.165119737,1.18338871,-0.09019915,0.006985948,1.15292323,-0.095823325,0.131567642,1.12340331,-0.397842526,-0.069678634,1.16670156,-0.016531367,0.109877355,1.12905359,-0.09019915,0.006985948,1.15292323,Interacting
610,yes,yes,no,no,no,no,no,10,no,-15,0,5,-0.017899475,1,-0.030280297,-0.284123749,0.009203678,1.10428429,0.06964264,-0.02116912,1.112798,-0.073954895,0.289336115,1.11320221,-0.127040118,-0.165167838,1.15904355,-0.03390425,-0.1581215,1.15737629,-0.097611435,0.171788648,1.11122072,-0.196851,0.138401926,1.14756775,-0.020687068,0.175328761,1.14223182,-0.08220837,-0.165119737,1.18338871,-0.09019915,0.006985948,1.15292323,-0.095823325,0.131567642,1.12340331,-0.397842526,-0.069678634,1.16670156,-0.016531367,0.109877355,1.12905359,-0.09019915,0.006985948,1.15292323,Interacting
611,yes,yes,no,no,no,no,no,10,no,-15,0,5,-0.022404,1,-0.029084067,-0.2295272,-0.003529185,1.06960332,0.0697381,-0.022018395,1.11258006,-0.07424778,0.2894075,1.11274517,-0.127083451,-0.165806383,1.158301,-0.0337174,-0.15903832,1.15620887,-0.0983034,0.171717077,1.11106968,-0.197384819,0.138114735,1.14724886,-0.020682823,0.174421176,1.1421082,-0.08215196,-0.165916339,1.182443,-0.090585336,0.006585691,1.15236974,-0.0964342,0.131419808,1.12315249,-0.369556755,-0.048308086,1.1493696,-0.016752157,0.109945573,1.12877047,-0.090585336,0.006585691,1.15236974,Interacting
612,yes,yes,no,no,no,no,no,10,no,-15,0,5,-0.022404,1,-0.029084067,-0.2295272,-0.003529185,1.06960332,0.0697381,-0.022018395,1.11258006,-0.07424778,0.2894075,1.11274517,-0.127083451,-0.165806383,1.158301,-0.0337174,-0.15903832,1.15620887,-0.0983034,0.171717077,1.11106968,-0.197384819,0.138114735,1.14724886,-0.020682823,0.174421176,1.1421082,-0.08215196,-0.165916339,1.182443,-0.090585336,0.006585691,1.15236974,-0.0964342,0.131419808,1.12315249,-0.369556755,-0.048308086,1.1493696,-0.016752157,0.109945573,1.12877047,-0.090585336,0.006585691,1.15236974,Interacting
613,yes,yes,no,no,no,no,no,10,no,-15,0,0,-0.022367377,1,-0.027957408,-0.290198565,0.012261491,1.10259092,0.07006669,-0.023558216,1.112299,-0.074427135,0.289452732,1.11252093,-0.127452537,-0.166695476,1.15780675,-0.03388028,-0.159760833,1.15571344,-0.09849429,0.171625182,1.11092007,-0.198054686,0.137626886,1.14692783,-0.02060931,0.172735512,1.14196563,-0.08242149,-0.166745156,1.18194139,-0.09088402,0.006113525,1.15194654,-0.096668474,0.131250441,1.12293446,-0.3978136,-0.07315484,1.16707492,-0.016801173,0.110012345,1.12866342,-0.09088402,0.006113525,1.15194654,Interacting
614,yes,yes,no,no,no,no,no,10,no,-15,0,0,-0.022367377,1,-0.027957408,-0.290198565,0.012261491,1.10259092,0.07006669,-0.023558216,1.112299,-0.074427135,0.289452732,1.11252093,-0.127452537,-0.166695476,1.15780675,-0.03388028,-0.159760833,1.15571344,-0.09849429,0.171625182,1.11092007,-0.198054686,0.137626886,1.14692783,-0.02060931,0.172735512,1.14196563,-0.08242149,-0.166745156,1.18194139,-0.09088402,0.006113525,1.15194654,-0.096668474,0.131250441,1.12293446,-0.3978136,-0.07315484,1.16707492,-0.016801173,0.110012345,1.12866342,-0.09088402,0.006113525,1.15194654,Interacting
615,yes,yes,no,no,no,no,no,10,no,-15,0,0,-0.022317843,1,-0.031187802,-0.290213734,0.012911551,1.102987,0.06815901,-0.020423958,1.11200237,-0.07460091,0.2895124,1.112204,-0.127494842,-0.166703448,1.15757024,-0.03397117,-0.159830019,1.15548265,-0.099217504,0.171518117,1.11040223,-0.197449133,0.137983233,1.14667511,-0.02286082,0.175792471,1.14122832,-0.08248983,-0.166787,1.181708,-0.09126281,0.005989904,1.15147138,-0.09732555,0.13112849,1.12240183,-0.396755964,-0.0754561,1.1656189,-0.017243454,0.110498279,1.12824309,-0.09126281,0.005989904,1.15147138,Interacting
616,yes,yes,no,no,no,no,no,10,no,-15,0,0,-0.022317843,1,-0.031187802,-0.290213734,0.012911551,1.102987,0.06815901,-0.020423958,1.11200237,-0.07460091,0.2895124,1.112204,-0.127494842,-0.166703448,1.15757024,-0.03397117,-0.159830019,1.15548265,-0.099217504,0.171518117,1.11040223,-0.197449133,0.137983233,1.14667511,-0.02286082,0.175792471,1.14122832,-0.08248983,-0.166787,1.181708,-0.09126281,0.005989904,1.15147138,-0.09732555,0.13112849,1.12240183,-0.396755964,-0.0754561,1.1656189,-0.017243454,0.110498279,1.12824309,-0.09126281,0.005989904,1.15147138,Interacting
617,no,yes,no,yes,no,no,no,10,yes,-15,0,-10,-0.025308137,1,-0.027011275,-0.289527029,0.014461929,1.1034106,0.068152666,-0.017657118,1.11260068,-0.07470721,0.2895555,1.11188257,-0.127765268,-0.166728884,1.15231574,-0.034751706,-0.159699872,1.14996123,-0.099537164,0.171840727,1.11532855,-0.196133032,0.138834313,1.14796543,-0.02027869,0.179625735,1.14321423,-0.083034664,-0.16676189,1.17631519,-0.09131511,0.00600103,1.15143812,-0.09760854,0.131315187,1.12503064,-0.397298336,-0.073163435,1.1651094,-0.018655995,0.112441026,1.12820351,-0.09131511,0.00600103,1.15143812,Interacting
618,no,yes,no,yes,no,no,no,10,yes,-15,0,-10,-0.025308137,1,-0.027011275,-0.289527029,0.014461929,1.1034106,0.068152666,-0.017657118,1.11260068,-0.07470721,0.2895555,1.11188257,-0.127765268,-0.166728884,1.15231574,-0.034751706,-0.159699872,1.14996123,-0.099537164,0.171840727,1.11532855,-0.196133032,0.138834313,1.14796543,-0.02027869,0.179625735,1.14321423,-0.083034664,-0.16676189,1.17631519,-0.09131511,0.00600103,1.15143812,-0.09760854,0.131315187,1.12503064,-0.397298336,-0.073163435,1.1651094,-0.018655995,0.112441026,1.12820351,-0.09131511,0.00600103,1.15143812,Interacting
619,no,yes,no,yes,no,no,no,10,yes,-15,0,0,-0.024460674,1,-0.031187238,-0.2890281,0.014810007,1.10380375,0.06864198,-0.021516172,1.11153173,-0.0747689,0.2896107,1.11161518,-0.128123716,-0.16712901,1.1522944,-0.034912102,-0.160216987,1.15001392,-0.09994679,0.171545535,1.114412,-0.196417525,0.140084729,1.14726472,-0.020695005,0.175364032,1.14178264,-0.08329546,-0.1672223,1.17632782,-0.091711685,0.005580056,1.15097332,-0.09797478,0.131025285,1.1244545,-0.397848725,-0.07227192,1.16455126,-0.017080203,0.110028356,1.12727165,-0.091711685,0.005580056,1.15097332,Interacting
620,no,yes,no,yes,no,no,no,10,yes,-15,0,0,-0.024460674,1,-0.031187238,-0.2890281,0.014810007,1.10380375,0.06864198,-0.021516172,1.11153173,-0.0747689,0.2896107,1.11161518,-0.128123716,-0.16712901,1.1522944,-0.034912102,-0.160216987,1.15001392,-0.09994679,0.171545535,1.114412,-0.196417525,0.140084729,1.14726472,-0.020695005,0.175364032,1.14178264,-0.08329546,-0.1672223,1.17632782,-0.091711685,0.005580056,1.15097332,-0.09797478,0.131025285,1.1244545,-0.397848725,-0.07227192,1.16455126,-0.017080203,0.110028356,1.12727165,-0.091711685,0.005580056,1.15097332,Interacting
621,no,yes,no,yes,no,no,no,10,yes,-15,0,-5,-0.022200251,1,-0.039371761,-0.289414257,0.014483588,1.10389221,0.066752866,-0.018427463,1.11091626,-0.07483672,0.289756328,1.11146,-0.128156856,-0.167224,1.15254,-0.035023503,-0.160276,1.150472,-0.100507915,0.171609044,1.11221218,-0.196729079,0.139846,1.14677382,-0.023039077,0.178408816,1.1399318,-0.08336509,-0.16730617,1.17666793,-0.09191542,0.005534077,1.15062058,-0.098420784,0.13103801,1.12311542,-0.398890734,-0.07153826,1.16488516,-0.018677086,0.112426892,1.127304,-0.09191542,0.005534077,1.15062058,Interacting
622,no,yes,no,yes,no,no,no,10,yes,-15,0,-5,-0.022200251,1,-0.039371761,-0.289414257,0.014483588,1.10389221,0.066752866,-0.018427463,1.11091626,-0.07483672,0.289756328,1.11146,-0.128156856,-0.167224,1.15254,-0.035023503,-0.160276,1.150472,-0.100507915,0.171609044,1.11221218,-0.196729079,0.139846,1.14677382,-0.023039077,0.178408816,1.1399318,-0.08336509,-0.16730617,1.17666793,-0.09191542,0.005534077,1.15062058,-0.098420784,0.13103801,1.12311542,-0.398890734,-0.07153826,1.16488516,-0.018677086,0.112426892,1.127304,-0.09191542,0.005534077,1.15062058,Interacting
623,yes,yes,no,no,no,no,no,10,yes,-15,0,0,-0.029989197,1,-0.055859845,-0.242142618,0.004335723,1.077145,0.06777222,-0.02210203,1.11060977,-0.07484933,0.2898422,1.11146224,-0.1297617,-0.167861909,1.14990675,-0.03624829,-0.161418185,1.14710152,-0.100454226,0.172090769,1.11613441,-0.19347094,0.14350605,1.14958119,-0.02273041,0.17434302,1.14003372,-0.08482895,-0.1682215,1.17372108,-0.09212814,0.005482807,1.150702,-0.098592125,0.1312791,1.12547827,-0.36700806,-0.045749426,1.14649,-0.017230418,0.110098653,1.12654853,-0.09212814,0.005482807,1.150702,Interacting
624,yes,yes,no,no,no,no,no,10,yes,-15,0,0,-0.029989197,1,-0.055859845,-0.242142618,0.004335723,1.077145,0.06777222,-0.02210203,1.11060977,-0.07484933,0.2898422,1.11146224,-0.1297617,-0.167861909,1.14990675,-0.03624829,-0.161418185,1.14710152,-0.100454226,0.172090769,1.11613441,-0.19347094,0.14350605,1.14958119,-0.02273041,0.17434302,1.14003372,-0.08482895,-0.1682215,1.17372108,-0.09212814,0.005482807,1.150702,-0.098592125,0.1312791,1.12547827,-0.36700806,-0.045749426,1.14649,-0.017230418,0.110098653,1.12654853,-0.09212814,0.005482807,1.150702,Interacting
625,yes,yes,no,no,no,no,no,10,no,-15,0,-10,-0.02606645,1,-0.059366373,-0.2417953,0.005396532,1.07761693,0.06797242,-0.023268294,1.1104939,-0.07483794,0.289951056,1.11148953,-0.12829864,-0.168410033,1.14764,-0.034727577,-0.161818,1.14520037,-0.09960727,0.171554789,1.11989284,-0.192862615,0.144215748,1.15030992,-0.022663672,0.1728842,1.14019394,-0.083308354,-0.168721646,1.1716603,-0.091813915,0.005298105,1.15086424,-0.09782109,0.130835354,1.12819719,-0.367732465,-0.044695105,1.14497387,-0.017177757,0.110080257,1.12640548,-0.091813915,0.005298105,1.15086424,Interacting
626,yes,yes,no,no,no,no,no,10,no,-15,0,-10,-0.02606645,1,-0.059366373,-0.2417953,0.005396532,1.07761693,0.06797242,-0.023268294,1.1104939,-0.07483794,0.289951056,1.11148953,-0.12829864,-0.168410033,1.14764,-0.034727577,-0.161818,1.14520037,-0.09960727,0.171554789,1.11989284,-0.192862615,0.144215748,1.15030992,-0.022663672,0.1728842,1.14019394,-0.083308354,-0.168721646,1.1716603,-0.091813915,0.005298105,1.15086424,-0.09782109,0.130835354,1.12819719,-0.367732465,-0.044695105,1.14497387,-0.017177757,0.110080257,1.12640548,-0.091813915,0.005298105,1.15086424,Interacting
627,no,no,no,no,no,no,no,-5,no,15,0,15,-0.025317633,1,-0.062485506,-0.24115321,0.007183791,1.07830024,0.068061195,-0.024262939,1.1103853,-0.074683666,0.2900916,1.11142671,-0.129120812,-0.168444842,1.14591777,-0.035210058,-0.162398785,1.14353967,-0.09951445,0.17227447,1.12152267,-0.191248208,0.145790458,1.15070677,-0.022765677,0.171784,1.14016533,-0.08397262,-0.169046789,1.16998148,-0.09188404,0.005320512,1.1508472,-0.09783746,0.1313695,1.12952816,-0.3682993,-0.05120808,1.141411,-0.0171027,0.110077418,1.12621212,-0.09188404,0.005320512,1.1508472,Interacting
628,no,no,no,no,no,no,no,-5,no,15,0,15,-0.025317633,1,-0.062485506,-0.24115321,0.007183791,1.07830024,0.068061195,-0.024262939,1.1103853,-0.074683666,0.2900916,1.11142671,-0.129120812,-0.168444842,1.14591777,-0.035210058,-0.162398785,1.14353967,-0.09951445,0.17227447,1.12152267,-0.191248208,0.145790458,1.15070677,-0.022765677,0.171784,1.14016533,-0.08397262,-0.169046789,1.16998148,-0.09188404,0.005320512,1.1508472,-0.09783746,0.1313695,1.12952816,-0.3682993,-0.05120808,1.141411,-0.0171027,0.110077418,1.12621212,-0.09188404,0.005320512,1.1508472,Interacting
629,yes,yes,no,no,no,no,no,10,no,-15,0,-5,-0.025041566,1,-0.063586311,-0.2695412,0.018597541,1.0851512,0.06793369,-0.024072079,1.11039948,-0.07452621,0.290229172,1.11148715,-0.129496112,-0.168565169,1.1441474,-0.035606213,-0.162468359,1.14179575,-0.09970272,0.1724526,1.122556,-0.191092789,0.145959139,1.150815,-0.02288548,0.171988219,1.14010489,-0.08437384,-0.169153288,1.1682092,-0.091987,0.00532493,1.15078163,-0.09801786,0.131502584,1.130266,-0.3796543,-0.0658329,1.14700425,-0.017024137,0.110096842,1.12619436,-0.091987,0.00532493,1.15078163,Interacting
630,yes,yes,no,no,no,no,no,10,no,-15,0,-5,-0.025041566,1,-0.063586311,-0.2695412,0.018597541,1.0851512,0.06793369,-0.024072079,1.11039948,-0.07452621,0.290229172,1.11148715,-0.129496112,-0.168565169,1.1441474,-0.035606213,-0.162468359,1.14179575,-0.09970272,0.1724526,1.122556,-0.191092789,0.145959139,1.150815,-0.02288548,0.171988219,1.14010489,-0.08437384,-0.169153288,1.1682092,-0.091987,0.00532493,1.15078163,-0.09801786,0.131502584,1.130266,-0.3796543,-0.0658329,1.14700425,-0.017024137,0.110096842,1.12619436,-0.091987,0.00532493,1.15078163,Interacting
631,yes,yes,no,no,no,no,no,10,no,-10,0,-5,-0.025023446,1,-0.065260615,-0.2446007,0.009418236,1.07729578,0.06802725,-0.024444118,1.11032557,-0.07434367,0.290258348,1.11142349,-0.128907159,-0.168804988,1.14351606,-0.034734912,-0.162843779,1.141159,-0.099800386,0.172698289,1.12321925,-0.190870419,0.14598228,1.15087914,-0.02282787,0.171609581,1.139897,-0.08363796,-0.16946803,1.16757214,-0.09194109,0.005316204,1.15078068,-0.09803722,0.131676391,1.13082159,-0.372030169,-0.063211545,1.14124191,-0.016931422,0.110116042,1.12612736,-0.09194109,0.005316204,1.15078068,Interacting
632,yes,yes,no,no,no,no,no,10,no,-10,0,-5,-0.025023446,1,-0.065260615,-0.2446007,0.009418236,1.07729578,0.06802725,-0.024444118,1.11032557,-0.07434367,0.290258348,1.11142349,-0.128907159,-0.168804988,1.14351606,-0.034734912,-0.162843779,1.141159,-0.099800386,0.172698289,1.12321925,-0.190870419,0.14598228,1.15087914,-0.02282787,0.171609581,1.139897,-0.08363796,-0.16946803,1.16757214,-0.09194109,0.005316204,1.15078068,-0.09803722,0.131676391,1.13082159,-0.372030169,-0.063211545,1.14124191,-0.016931422,0.110116042,1.12612736,-0.09194109,0.005316204,1.15078068,Interacting
633,yes,yes,yes,no,no,no,yes,10,no,-5,0,-10,-0.020598042,1,-0.066064951,-0.243835241,0.009421724,1.07716846,0.06811714,-0.024786243,1.11032951,-0.074151725,0.2903553,1.11152029,-0.129212484,-0.169116721,1.14269686,-0.03489685,-0.163106576,1.14075387,-0.09985164,0.172769859,1.1239152,-0.190562949,0.1460989,1.15091133,-0.022741528,0.171271548,1.139808,-0.08387148,-0.169768035,1.16697466,-0.09199913,0.005271356,1.15077591,-0.09811185,0.131708458,1.13139176,-0.372449845,-0.064562656,1.14097381,-0.016891584,0.110157214,1.12614894,-0.09199913,0.005271356,1.15077591,Interacting
634,yes,yes,yes,no,no,no,yes,10,no,-5,0,-10,-0.020598042,1,-0.066064951,-0.243835241,0.009421724,1.07716846,0.06811714,-0.024786243,1.11032951,-0.074151725,0.2903553,1.11152029,-0.129212484,-0.169116721,1.14269686,-0.03489685,-0.163106576,1.14075387,-0.09985164,0.172769859,1.1239152,-0.190562949,0.1460989,1.15091133,-0.022741528,0.171271548,1.139808,-0.08387148,-0.169768035,1.16697466,-0.09199913,0.005271356,1.15077591,-0.09811185,0.131708458,1.13139176,-0.372449845,-0.064562656,1.14097381,-0.016891584,0.110157214,1.12614894,-0.09199913,0.005271356,1.15077591,Interacting
635,yes,yes,no,no,no,no,no,10,no,-10,0,-5,-0.020850019,1,-0.067882188,-0.243472978,0.009705164,1.07670677,0.06821091,-0.025014829,1.11028516,-0.07394223,0.2904459,1.11157763,-0.129098281,-0.169108644,1.14216924,-0.03471087,-0.163269982,1.140201,-0.0999842,0.172873452,1.1243813,-0.190331832,0.146188647,1.15097189,-0.022578426,0.171092525,1.1395669,-0.08372113,-0.169847861,1.166433,-0.0920059,0.005268931,1.1507653,-0.09820752,0.131788537,1.13176835,-0.372736573,-0.065264784,1.14081,-0.01686516,0.110181548,1.12613869,-0.0920059,0.005268931,1.1507653,Interacting
636,yes,yes,no,no,no,no,no,10,no,-10,0,-5,-0.020850019,1,-0.067882188,-0.243472978,0.009705164,1.07670677,0.06821091,-0.025014829,1.11028516,-0.07394223,0.2904459,1.11157763,-0.129098281,-0.169108644,1.14216924,-0.03471087,-0.163269982,1.140201,-0.0999842,0.172873452,1.1243813,-0.190331832,0.146188647,1.15097189,-0.022578426,0.171092525,1.1395669,-0.08372113,-0.169847861,1.166433,-0.0920059,0.005268931,1.1507653,-0.09820752,0.131788537,1.13176835,-0.372736573,-0.065264784,1.14081,-0.01686516,0.110181548,1.12613869,-0.0920059,0.005268931,1.1507653,Interacting
637,no,no,no,no,no,no,no,10,no,-10,0,-5,-0.021190761,1,-0.070030631,-0.260769784,0.016410727,1.0805583,0.06836103,-0.025400857,1.11035967,-0.07362174,0.290494949,1.11168253,-0.129127711,-0.169185638,1.14160872,-0.0346498,-0.163506433,1.13960636,-0.099982664,0.173095584,1.12529457,-0.1901856,0.146146655,1.15135193,-0.022414785,0.170713842,1.13958359,-0.08370769,-0.17000863,1.16585267,-0.092008956,0.005267363,1.150767,-0.09821336,0.131948963,1.13248181,-0.373555541,-0.06689933,1.14039683,-0.016649392,0.110215895,1.12604678,-0.092008956,0.005267363,1.150767,Interacting
638,no,no,no,no,no,no,no,10,no,-10,0,-5,-0.021190761,1,-0.070030631,-0.260769784,0.016410727,1.0805583,0.06836103,-0.025400857,1.11035967,-0.07362174,0.290494949,1.11168253,-0.129127711,-0.169185638,1.14160872,-0.0346498,-0.163506433,1.13960636,-0.099982664,0.173095584,1.12529457,-0.1901856,0.146146655,1.15135193,-0.022414785,0.170713842,1.13958359,-0.08370769,-0.17000863,1.16585267,-0.092008956,0.005267363,1.150767,-0.09821336,0.131948963,1.13248181,-0.373555541,-0.06689933,1.14039683,-0.016649392,0.110215895,1.12604678,-0.092008956,0.005267363,1.150767,Interacting
639,no,no,no,no,no,no,no,10,no,-10,0,-10,-0.011351732,1,-0.07668306,-0.3055523,0.031083314,1.11537111,0.06871172,-0.026633358,1.1108973,-0.07133607,0.29046917,1.1115067,-0.128739059,-0.16866225,1.14037991,-0.03383131,-0.163780764,1.13930249,-0.09954639,0.173901618,1.12580073,-0.187804908,0.149459958,1.15164781,-0.021762468,0.169721916,1.13889015,-0.0830692,-0.1699408,1.16515088,-0.09196224,0.005407602,1.15072572,-0.09796297,0.1325596,1.13305187,-0.3926809,-0.093046635,1.14470458,-0.009589525,0.109195247,1.1233809,-0.09196224,0.005407602,1.15072572,Interacting
640,no,no,no,no,no,no,no,10,no,-10,0,-10,-0.011351732,1,-0.07668306,-0.3055523,0.031083314,1.11537111,0.06871172,-0.026633358,1.1108973,-0.07133607,0.29046917,1.1115067,-0.128739059,-0.16866225,1.14037991,-0.03383131,-0.163780764,1.13930249,-0.09954639,0.173901618,1.12580073,-0.187804908,0.149459958,1.15164781,-0.021762468,0.169721916,1.13889015,-0.0830692,-0.1699408,1.16515088,-0.09196224,0.005407602,1.15072572,-0.09796297,0.1325596,1.13305187,-0.3926809,-0.093046635,1.14470458,-0.009589525,0.109195247,1.1233809,-0.09196224,0.005407602,1.15072572,Interacting
641,no,no,no,no,no,no,no,10,no,-20,0,-10,-0.002132961,1,-0.080589573,-0.298973471,0.037628204,1.11382377,0.06863703,-0.027342387,1.11123776,-0.06985781,0.290086955,1.110983,-0.126909062,-0.16826807,1.13826227,-0.032065406,-0.1639916,1.13806,-0.101987705,0.1742168,1.12805629,-0.1864184,0.151602224,1.15174782,-0.021735419,0.1691216,1.13844728,-0.0812488,-0.169857576,1.16346335,-0.09203201,0.005500147,1.15068972,-0.09955734,0.1328427,1.13461292,-0.389414132,-0.08474356,1.14120626,-0.009421206,0.108610392,1.12384224,-0.09203201,0.005500147,1.15068972,Interacting
642,no,no,no,no,no,no,no,10,no,-20,0,-10,-0.002132961,1,-0.080589573,-0.298973471,0.037628204,1.11382377,0.06863703,-0.027342387,1.11123776,-0.06985781,0.290086955,1.110983,-0.126909062,-0.16826807,1.13826227,-0.032065406,-0.1639916,1.13806,-0.101987705,0.1742168,1.12805629,-0.1864184,0.151602224,1.15174782,-0.021735419,0.1691216,1.13844728,-0.0812488,-0.169857576,1.16346335,-0.09203201,0.005500147,1.15068972,-0.09955734,0.1328427,1.13461292,-0.389414132,-0.08474356,1.14120626,-0.009421206,0.108610392,1.12384224,-0.09203201,0.005500147,1.15068972,Interacting
643,yes,yes,no,no,no,no,no,10,yes,-15,0,-15,0.001491666,1,-0.110442413,-0.299122572,0.03776762,1.11341047,0.066507205,-0.015674284,1.110313,-0.068555065,0.289597452,1.11070979,-0.127115488,-0.166598946,1.13740265,-0.032813665,-0.162882671,1.13754332,-0.101793952,0.174413219,1.1282239,-0.185887381,0.152127385,1.15170288,-0.018609662,0.183586538,1.13315284,-0.08175361,-0.1684572,1.16277349,-0.092085,0.006091568,1.15055311,-0.099432066,0.133136332,1.13481486,-0.389758825,-0.084788166,1.13968539,-0.013071265,0.118951,1.124937,-0.092085,0.006091568,1.15055311,Interacting
644,yes,yes,no,no,no,no,no,10,yes,-15,0,-15,0.001491666,1,-0.110442413,-0.299122572,0.03776762,1.11341047,0.066507205,-0.015674284,1.110313,-0.068555065,0.289597452,1.11070979,-0.127115488,-0.166598946,1.13740265,-0.032813665,-0.162882671,1.13754332,-0.101793952,0.174413219,1.1282239,-0.185887381,0.152127385,1.15170288,-0.018609662,0.183586538,1.13315284,-0.08175361,-0.1684572,1.16277349,-0.092085,0.006091568,1.15055311,-0.099432066,0.133136332,1.13481486,-0.389758825,-0.084788166,1.13968539,-0.013071265,0.118951,1.124937,-0.092085,0.006091568,1.15055311,Interacting
